building_id,building_name,ward,area,year_built,inspection_date,condition,risk_level,recommended_action
8bfa17df-076f-4406-a4ee-8b51591c5d26,Building 379 CHS,Majiwada-Manpada,Sector 9,2005,2018-11-12,Fair,Safe,Monitor
6a690a86-3ef5-473d-a4e0-b09c9cac8f09,Building 380 CHS,Lokmanya-Savarkar Nagar,Sector 15,1981,2024-11-30,Dilapidated,C2A,Evacuate
d4af5b3f-a656-45a2-bd0f-c479a75309ae,Building 381 CHS,Majiwada-Manpada,Sector 20,1963,2022-06-09,Poor,C1,Demolish
f03132b4-9dd0-49b2-b4b1-e88628c95554,Building 382 CHS,Kalwa,Sector 20,1998,2021-10-03,Good,Safe,Monitor
e5ca03ad-5473-4ff6-88e5-86f36803b89b,Building 383 CHS,Lokmanya-Savarkar Nagar,Sector 16,1967,2025-10-18,Poor,C2B,Repair
d610cd2c-9515-44dc-8ca1-ea6b3e300ffd,Building 384 CHS,Vartak Nagar,Sector 16,1990,2021-07-31,Fair,Safe,Monitor
c9f08b44-8cc3-4105-884c-946d895b4b4a,Building 385 CHS,Vartak Nagar,Sector 13,2023,2023-07-13,Good,Safe,Monitor
07a80ff8-2baa-47f4-b6dd-a4bbcd84fd94,Building 386 CHS,Diva,Sector 6,1996,2024-08-22,Fair,Safe,Monitor
d875e874-b57a-4932-b93c-9c2b6dd2025b,Building 387 CHS,Mumbra,Sector 7,2020,2026-02-26,Good,Safe,Monitor
6f336aae-d48f-432d-b995-d69f83823a79,Building 388 CHS,Uthalsar,Sector 14,2006,2025-10-08,Good,Safe,Monitor
22ecfbd4-74e4-40d0-b919-160d662a0559,Building 389 CHS,Lokmanya-Savarkar Nagar,Sector 9,2013,2021-05-25,Good,Safe,Monitor
20cbdf32-34e7-4b97-8fe9-9e63a70b9a75,Building 390 CHS,Mumbra,Sector 20,1969,2018-10-30,Dilapidated,C2B,Repair
33e176e0-860e-4a98-a1e0-1ea816a655a7,Building 391 CHS,Diva,Sector 14,2011,2023-12-29,Good,Safe,Monitor
124ebaf0-ab89-41e2-81bc-044ed5ba5c95,Building 392 CHS,Diva,Sector 20,2019,2022-01-12,Good,Safe,Monitor
51910f13-eb82-45a3-a2aa-b5193b057604,Building 393 CHS,Majiwada-Manpada,Sector 6,1960,2025-06-15,Poor,C2A,Evacuate
78f77afc-1300-4695-a587-3d29644e093b,Building 394 CHS,Kalwa,Sector 11,1955,2025-04-03,Dilapidated,C2B,Repair
e5403834-c672-41cd-933f-2eb8a4e983fd,Building 395 CHS,Diva,Sector 17,2005,2020-06-28,Fair,Safe,Monitor
332ec650-b4f1-4f87-8fa5-cc2cf61e452e,Building 396 CHS,Lokmanya-Savarkar Nagar,Sector 15,2021,2024-06-14,Good,Safe,Monitor
41f45e78-1a26-4100-882a-c871ab1595b7,Building 397 CHS,Diva,Sector 5,1997,2024-08-07,Fair,C3,Repair
70178bd3-1f1b-4739-b8cc-0585a7270760,Building 398 CHS,Kalwa,Sector 3,1994,2021-04-25,Poor,Safe,Monitor
a5d0d88b-9ebe-45b7-a267-b943d51923b8,Building 399 CHS,Vartak Nagar,Sector 11,1964,2021-11-27,Fair,C2B,Repair
e90928fe-2c14-4c60-89b5-fa5b6eadfe70,Building 400 CHS,Mumbra,Sector 12,2008,2023-11-05,Good,Safe,Monitor
87edab61-1caf-43c2-a803-8f575e676b7d,Building 401 CHS,Mumbra,Sector 11,2010,2026-02-05,Good,Safe,Monitor
8d22c87c-4f80-47ca-adfa-4970a414e5d0,Building 402 CHS,Naupada-Kopri,Sector 11,1958,2019-04-17,Poor,C3,Repair
ef7848ac-e606-4323-a951-58919432120a,Building 403 CHS,Diva,Sector 6,1963,2020-09-26,Dilapidated,C1,Demolish
fc0c80f9-8b29-404e-b90b-c28f391c5885,Building 404 CHS,Kalwa,Sector 15,2020,2024-04-12,Good,Safe,Monitor
bd6ee89b-c804-485e-bd90-de456689f6fc,Building 405 CHS,Kalwa,Sector 13,1979,2020-02-03,Dilapidated,C2B,Repair
8fc32b54-906a-4cc0-9e2a-5d660be873ce,Building 406 CHS,Kalwa,Sector 13,1953,2023-01-16,Dilapidated,C3,Repair
393f3da8-b9ed-405a-9b95-3451371a3798,Building 407 CHS,Uthalsar,Sector 19,1950,2025-11-22,Dilapidated,C2A,Evacuate
b9fdf4e5-3447-4926-92f4-cb14966ad418,Building 408 CHS,Majiwada-Manpada,Sector 7,1963,2022-02-07,Dilapidated,C2B,Repair
8417d681-e883-46bd-b447-91349e63f5cb,Building 409 CHS,Mumbra,Sector 17,2008,2025-07-10,Good,Safe,Monitor
d0c342e9-04c5-4e12-bfa3-1d9875bb6da5,Building 410 CHS,Uthalsar,Sector 12,1990,2024-08-01,Fair,Safe,Monitor
3fb14ff4-ff5c-4754-9a9c-b5cca51e3847,Building 411 CHS,Vartak Nagar,Sector 20,1995,2025-07-22,Good,Safe,Monitor
0e94d510-59cf-4c2d-bf6b-5a5674ddf4d7,Building 412 CHS,Uthalsar,Sector 8,2025,2025-06-11,Good,Safe,Monitor
f31719cf-d16e-4744-9e0c-11b6807f19cc,Building 413 CHS,Diva,Sector 13,1989,2019-08-03,Fair,Safe,Monitor
30a242e6-47f0-4541-8301-0c25e3635cb3,Building 414 CHS,Wagle Estate,Sector 16,2003,2022-09-29,Fair,Safe,Monitor
b59a09c7-8f18-4a07-857c-ab104468a4ad,Building 415 CHS,Wagle Estate,Sector 18,2018,2025-03-27,Good,Safe,Monitor
e6263902-9402-48df-b220-e6211405793a,Building 416 CHS,Mumbra,Sector 20,1971,2021-07-12,Dilapidated,C1,Demolish
39bff3df-739e-4956-90d8-febd5c858a64,Building 417 CHS,Wagle Estate,Sector 7,1956,2023-06-08,Fair,C3,Repair
aa5644fa-81fd-4928-ae53-a6f1d7b09148,Building 418 CHS,Kalwa,Sector 16,1999,2023-07-21,Poor,Safe,Monitor
cb85249a-5002-42e4-8a1d-08ec98f30f66,Building 419 CHS,Uthalsar,Sector 19,2003,2019-11-17,Good,Safe,Monitor
78f8f49b-32c7-4feb-9e9b-40b8e2686c1e,Building 420 CHS,Vartak Nagar,Sector 8,1953,2018-05-14,Dilapidated,C2A,Evacuate
a4a9a56b-1dc2-4138-80b3-1d68cf54004d,Building 421 CHS,Mumbra,Sector 18,2018,2023-02-17,Good,Safe,Monitor
cb5b5ade-187b-40f1-92f4-5908c6f156ae,Building 422 CHS,Vartak Nagar,Sector 18,2015,2019-04-13,Good,Safe,Monitor
89b39231-4561-44c5-b77f-0d0d1d44060c,Building 423 CHS,Mumbra,Sector 18,1996,2026-01-23,Fair,C3,Repair
843f2988-3f1d-4d73-b475-29f0144ee90e,Building 424 CHS,Lokmanya-Savarkar Nagar,Sector 10,1977,2025-05-01,Fair,C1,Demolish
448756bd-f5cb-4ee1-bbf5-be5eaf800319,Building 425 CHS,Mumbra,Sector 4,1954,2018-12-23,Dilapidated,C2A,Evacuate
a053ea4c-6dec-4361-9f9b-5076c87460b8,Building 426 CHS,Majiwada-Manpada,Sector 20,1980,2025-09-23,Poor,C2B,Repair
c1e14057-a429-4705-8f10-e236eb82572c,Building 427 CHS,Lokmanya-Savarkar Nagar,Sector 2,2004,2020-04-26,Fair,Safe,Monitor
ca604ae3-e080-43bc-bafb-427b310178b3,Building 428 CHS,Diva,Sector 6,2022,2022-11-03,Good,Safe,Monitor
5112100e-fbc9-47b5-b7bb-047b5520fbc4,Building 429 CHS,Vartak Nagar,Sector 17,1991,2024-06-03,Poor,Safe,Monitor
aef8534f-2cee-4cd5-9b9b-839f7e2a1328,Building 430 CHS,Naupada-Kopri,Sector 9,1962,2022-08-13,Poor,C2B,Repair
06efbded-4892-4536-9591-f67d46627fa1,Building 431 CHS,Majiwada-Manpada,Sector 8,1966,2019-08-23,Dilapidated,C1,Demolish
597e4bbd-15b4-40e3-b4d3-64d8290e310f,Building 432 CHS,Kalwa,Sector 13,2000,2021-01-05,Fair,Safe,Monitor
8aaf22e0-635b-43f9-8b4f-4c1107b4b101,Building 433 CHS,Kalwa,Sector 17,2007,2019-01-17,Good,Safe,Monitor
52d9c792-6e39-4aa4-a6a2-cacc9b64bcbb,Building 434 CHS,Mumbra,Sector 11,1985,2023-02-06,Dilapidated,C3,Repair
5e55d57f-15b8-42bd-a97e-b5e23358c498,Building 435 CHS,Majiwada-Manpada,Sector 3,2024,2024-08-23,Good,Safe,Monitor
b3f46f39-5083-42ce-b459-b69fffa11e7c,Building 436 CHS,Lokmanya-Savarkar Nagar,Sector 16,2018,2022-10-26,Good,Safe,Monitor
69ebdca5-999f-4888-af73-bb145dcbe27c,Building 437 CHS,Wagle Estate,Sector 19,1984,2024-02-20,Poor,C2A,Evacuate
ccfe7cc6-d9a5-4936-a42e-e733908a422d,Building 438 CHS,Naupada-Kopri,Sector 2,2012,2025-08-27,Good,Safe,Monitor
b5da02a3-5b9e-4371-b658-1b3ee3da5b2b,Building 439 CHS,Uthalsar,Sector 6,1962,2018-03-08,Dilapidated,C3,Repair
448c82a2-4fb6-4bcc-8686-7a6ea584ac67,Building 440 CHS,Lokmanya-Savarkar Nagar,Sector 5,2006,2022-10-19,Good,Safe,Monitor
c80c49fa-5167-40c1-ab3c-b8b6b7438db9,Building 441 CHS,Uthalsar,Sector 12,1988,2021-01-27,Fair,C2B,Repair
6d17900a-f7c1-4d2b-9a79-1476b3e78f2d,Building 442 CHS,Wagle Estate,Sector 2,1982,2025-04-11,Poor,C2B,Repair
a533f5b6-4c1e-4a4f-8fa8-66decf66786a,Building 443 CHS,Kalwa,Sector 3,2000,2020-08-17,Good,C3,Repair
daf30eb5-335d-4038-ba8b-4f11e880f6fa,Building 444 CHS,Lokmanya-Savarkar Nagar,Sector 17,1962,2019-06-28,Poor,C2A,Evacuate
cf53dfbc-5f4e-4ada-b9ca-afbf686fb16a,Building 445 CHS,Majiwada-Manpada,Sector 4,2006,2025-10-20,Good,Safe,Monitor
bff84628-8527-49e7-a36e-714c54e98f03,Building 446 CHS,Kalwa,Sector 3,2004,2020-07-26,Good,Safe,Monitor
637e1fb0-9139-4b82-ab8f-3c6ccdffc10e,Building 447 CHS,Wagle Estate,Sector 13,1963,2021-05-10,Poor,C2A,Evacuate
83807585-1706-443c-9b33-776ead52f99d,Building 448 CHS,Diva,Sector 19,1967,2018-10-08,Dilapidated,C2B,Repair
83109949-f4f0-4666-bebc-ca49eda72cf1,Building 449 CHS,Lokmanya-Savarkar Nagar,Sector 5,1951,2021-12-09,Dilapidated,C1,Demolish
e3dcda1e-c774-40b3-8d24-3efc9b907e69,Building 450 CHS,Uthalsar,Sector 4,2002,2020-06-08,Good,Safe,Monitor
72617f1a-d0ff-457e-b84c-4b21950e2dfe,Building 451 CHS,Majiwada-Manpada,Sector 14,1967,2022-04-22,Dilapidated,C2B,Repair
347ef1dc-554f-4714-970f-0810f975bc1c,Building 452 CHS,Uthalsar,Sector 8,1990,2025-03-25,Good,Safe,Monitor
893f9270-f434-4ad5-89ca-35787ad2d334,Building 453 CHS,Vartak Nagar,Sector 1,2020,2026-02-01,Good,Safe,Monitor
74b2f3dc-0e0e-408f-addd-55b83201ef7e,Building 454 CHS,Kalwa,Sector 10,1988,2020-02-12,Fair,Safe,Monitor
036a33dc-56ec-4bb5-8b10-3bf70bfc61a9,Building 455 CHS,Mumbra,Sector 13,1956,2020-09-07,Dilapidated,C2B,Repair
54615217-6277-4de7-8c79-a0cc1bac3ea6,Building 456 CHS,Diva,Sector 1,1964,2018-10-18,Poor,C2B,Repair
63e42497-6f1e-47b5-ab68-d146cb27f811,Building 457 CHS,Kalwa,Sector 12,1996,2024-05-17,Poor,Safe,Monitor
0331eca0-c0d6-4213-a99d-4aeda134c3ec,Building 458 CHS,Uthalsar,Sector 1,2019,2023-04-14,Good,Safe,Monitor
1505858c-6e98-464f-a924-ed20eed41a7f,Building 459 CHS,Naupada-Kopri,Sector 2,2025,2025-04-22,Good,Safe,Monitor
9868933d-64a7-404b-b9be-def8aa5a0cb7,Building 460 CHS,Kalwa,Sector 14,2000,2023-08-15,Fair,Safe,Monitor
176cf0a4-b184-452b-94b0-b1aad1e4f9ef,Building 461 CHS,Wagle Estate,Sector 9,2001,2024-11-28,Fair,Safe,Monitor
dc513114-e488-441c-aeba-648509fbee2f,Building 462 CHS,Wagle Estate,Sector 18,1960,2020-04-12,Poor,C2B,Repair
4f09c13e-5cf0-46d2-8799-7361043a6373,Building 463 CHS,Uthalsar,Sector 10,1991,2025-04-15,Fair,Safe,Monitor
9e233538-2a0e-49d1-8403-c72af0186ae2,Building 464 CHS,Lokmanya-Savarkar Nagar,Sector 3,2005,2018-08-26,Good,C3,Repair
6411c2f9-3b35-4c6a-b202-a88adf811fe9,Building 465 CHS,Vartak Nagar,Sector 6,2005,2018-08-14,Fair,Safe,Monitor
e40e6704-6c16-48ce-b6be-54aad35b58d8,Building 466 CHS,Wagle Estate,Sector 16,1965,2018-02-16,Poor,C1,Demolish
f245cabc-d749-491a-ab29-7b30096f6a27,Building 467 CHS,Vartak Nagar,Sector 6,1994,2026-01-31,Fair,C3,Repair
383fe3fd-1c62-452c-83eb-4290d3c234cc,Building 468 CHS,Uthalsar,Sector 1,1997,2021-01-05,Fair,C3,Repair
58b43bd2-6e65-49e5-a45a-9b7ada984889,Building 469 CHS,Vartak Nagar,Sector 19,1992,2018-09-19,Good,Safe,Monitor
2abd1fb5-073c-4af3-94ef-b1dfa34e28fa,Building 470 CHS,Mumbra,Sector 19,1959,2018-08-16,Dilapidated,C2B,Repair
30cc2cd5-5f55-4554-b290-d4fba344b3c6,Building 471 CHS,Uthalsar,Sector 8,1971,2019-02-26,Poor,C2A,Evacuate
0a997d10-73e8-4a54-b1ea-a6436afb5b97,Building 472 CHS,Lokmanya-Savarkar Nagar,Sector 2,2015,2018-02-20,Good,Safe,Monitor
b4603a10-9ee7-4913-9100-e238a5efd4f8,Building 473 CHS,Wagle Estate,Sector 2,2010,2019-09-07,Good,Safe,Monitor
64e818a1-43ea-495e-850f-d24a1e282c5e,Building 474 CHS,Kalwa,Sector 8,2020,2026-01-03,Good,Safe,Monitor
252ff6b9-cf16-4fcb-8cda-ffcb5f835983,Building 475 CHS,Vartak Nagar,Sector 3,1991,2021-08-03,Fair,C2B,Repair
d7c4c61d-bcd5-4d1a-b48f-ca37c3e2679d,Building 476 CHS,Naupada-Kopri,Sector 6,2023,2023-08-19,Good,Safe,Monitor
22570fa4-58e7-43a6-a2b6-b2de0ca0350f,Building 477 CHS,Uthalsar,Sector 15,1978,2022-07-01,Fair,C3,Repair
0446b75d-cfa4-4e6b-8892-66dac795ac9d,Building 478 CHS,Diva,Sector 15,1986,2018-12-20,Good,Safe,Monitor
e8bcf43f-c8dc-4ded-961e-26ac115d8f13,Building 479 CHS,Lokmanya-Savarkar Nagar,Sector 15,1951,2021-05-29,Poor,C2A,Evacuate
30d38055-e0d3-4456-a5f6-53311bb8f323,Building 480 CHS,Diva,Sector 8,1997,2020-03-11,Fair,Safe,Monitor
1b5af826-c297-4bd1-bcf3-22ff61a8c04c,Building 481 CHS,Diva,Sector 12,1969,2020-08-12,Poor,C2A,Evacuate
7c566121-4a6e-48c4-85ee-d1ad9ebb24c8,Building 482 CHS,Kalwa,Sector 10,1951,2025-05-16,Fair,C1,Demolish
1812c5e9-ed29-48ae-947a-7e2056499e90,Building 483 CHS,Mumbra,Sector 2,1963,2022-09-16,Poor,C3,Repair
d4d09e65-e719-45c4-8f34-986d8fb6651c,Building 484 CHS,Diva,Sector 14,1968,2020-08-06,Dilapidated,C1,Demolish
88e6fac7-6a95-4cf5-8c3c-5a3c0f28fdcd,Building 485 CHS,Uthalsar,Sector 17,1997,2024-07-06,Fair,C3,Repair
4b1e43d9-f919-498b-b8fb-5c2e97f8d11c,Building 486 CHS,Naupada-Kopri,Sector 14,1967,2024-08-21,Dilapidated,C2A,Evacuate
b4c0c858-0adb-4ffb-972e-c7518c433d52,Building 487 CHS,Kalwa,Sector 11,1966,2021-07-14,Poor,C2A,Evacuate
7cc64a25-7160-4159-b113-7f4c5bd6455b,Building 488 CHS,Wagle Estate,Sector 19,1990,2020-04-10,Fair,Safe,Monitor
d3da8167-1753-4495-8002-139a52b6bc2f,Building 489 CHS,Majiwada-Manpada,Sector 14,1963,2023-03-24,Poor,C1,Demolish
43a38caf-c86a-4484-a004-9c8417f3ccdd,Building 490 CHS,Mumbra,Sector 10,1965,2020-04-30,Dilapidated,C3,Repair
9fd48983-74dc-4e3b-bec2-f56f05f889ce,Building 491 CHS,Uthalsar,Sector 6,2009,2019-05-07,Good,Safe,Monitor
e778e9f7-251c-4081-9f9f-75f949a7266d,Building 492 CHS,Lokmanya-Savarkar Nagar,Sector 11,1988,2018-06-15,Good,Safe,Monitor
73acceb8-01ea-4991-aaec-7b35c2cdc3c3,Building 493 CHS,Kalwa,Sector 17,1968,2021-12-28,Poor,C2A,Evacuate
3ae63b9a-061d-46aa-9228-61676263a871,Building 494 CHS,Naupada-Kopri,Sector 13,1956,2019-12-14,Dilapidated,C2A,Evacuate
704cd57e-a9da-4768-953f-7fe5142f8df7,Building 495 CHS,Lokmanya-Savarkar Nagar,Sector 4,2007,2024-03-03,Good,Safe,Monitor
5c014074-6b02-4e2d-a195-d72ba0b952f3,Building 496 CHS,Uthalsar,Sector 1,2009,2019-07-27,Good,Safe,Monitor
a1a78856-85fa-4a3a-aeb5-fa4adcd02bcf,Building 497 CHS,Lokmanya-Savarkar Nagar,Sector 13,1957,2019-06-20,Fair,C3,Repair
93f52242-e43c-4d2b-8e14-362c27a05fa8,Building 498 CHS,Vartak Nagar,Sector 3,1997,2018-12-11,Good,C2B,Repair
37e5ae8c-6154-4dd6-be5f-c51c421862d9,Building 499 CHS,Mumbra,Sector 5,1952,2025-03-30,Fair,C1,Demolish
a9de5398-0674-47c5-b9c6-a57676a68010,Building 500 CHS,Uthalsar,Sector 2,1961,2021-09-20,Fair,C3,Repair
1f22ba56-85e8-4d8c-92d2-01b3ffa9f8d5,Building 501 CHS,Kalwa,Sector 13,2009,2024-06-08,Good,Safe,Monitor
cdee7d35-04e7-4c31-beee-29f561281c85,Building 502 CHS,Kalwa,Sector 6,2013,2025-08-30,Good,Safe,Monitor
dd781b65-3ce2-455f-bab6-480e430255ed,Building 503 CHS,Mumbra,Sector 5,1995,2021-02-20,Fair,Safe,Monitor
d1b4defb-3bd1-4e80-9a53-914c8e195830,Building 504 CHS,Vartak Nagar,Sector 16,1954,2025-04-05,Dilapidated,C2B,Repair
aec58850-396b-497e-bc3c-06d30ff9ae52,Building 505 CHS,Vartak Nagar,Sector 13,2002,2018-12-26,Good,Safe,Monitor
aa66cf92-6839-4a4c-b4b4-bb972deea60e,Building 506 CHS,Lokmanya-Savarkar Nagar,Sector 18,1967,2023-11-24,Dilapidated,C2B,Repair
89cda7fd-5679-4923-a04d-67edb8f09610,Building 507 CHS,Mumbra,Sector 18,1952,2022-01-10,Fair,C2B,Repair
a43527f3-277b-423e-94f5-ca88ec8e6412,Building 508 CHS,Diva,Sector 11,2012,2024-05-05,Good,Safe,Monitor
db5a672e-f132-4d97-907e-c768c1275792,Building 509 CHS,Lokmanya-Savarkar Nagar,Sector 1,1999,2024-09-11,Fair,Safe,Monitor
55a3fc81-ad93-4df1-bb3f-5fca65e80858,Building 510 CHS,Majiwada-Manpada,Sector 19,1985,2023-12-09,Poor,C3,Repair
6125f255-6c0f-4941-a182-45f44fb384d0,Building 511 CHS,Lokmanya-Savarkar Nagar,Sector 9,1979,2025-05-14,Fair,C1,Demolish
e568527e-bb6c-4d31-bf13-481e398a9147,Building 512 CHS,Lokmanya-Savarkar Nagar,Sector 19,2018,2018-08-18,Good,Safe,Monitor
6fda330e-1736-4b50-aec6-48fa9087c352,Building 513 CHS,Wagle Estate,Sector 8,1999,2019-12-13,Fair,C3,Repair
666ad945-2a86-4961-8940-1215aa5ce82c,Building 514 CHS,Majiwada-Manpada,Sector 19,2025,2025-10-28,Good,Safe,Monitor
a53f3f36-cb99-4ad9-b000-cb569717d821,Building 515 CHS,Wagle Estate,Sector 19,1953,2024-05-14,Dilapidated,C2A,Evacuate
f3425c0a-72f1-4a9f-9eaf-8f5173ffa854,Building 516 CHS,Diva,Sector 10,1974,2023-07-10,Fair,C3,Repair
344b1fb9-5b85-4cab-859f-68a003702497,Building 517 CHS,Lokmanya-Savarkar Nagar,Sector 1,1972,2020-08-10,Dilapidated,C1,Demolish
776a95bb-115a-44e1-81ae-3b82ff15011f,Building 518 CHS,Lokmanya-Savarkar Nagar,Sector 5,2017,2021-09-20,Good,Safe,Monitor
d299eaa5-454e-4d3a-b705-49778b1a527f,Building 519 CHS,Naupada-Kopri,Sector 1,1993,2021-08-18,Good,C2B,Repair
a83d15bc-2970-451a-a42e-a3c58dc22237,Building 520 CHS,Diva,Sector 12,1968,2019-03-31,Dilapidated,C3,Repair
4085965a-a969-4981-b3a9-a707be34a306,Building 521 CHS,Uthalsar,Sector 11,1959,2022-06-09,Poor,C3,Repair
b309a58d-23d3-42a6-81fe-9d71f3d01457,Building 522 CHS,Kalwa,Sector 16,1988,2026-03-19,Fair,C2B,Repair
9862c432-3f24-41b2-9a1b-7b6155f591c3,Building 523 CHS,Majiwada-Manpada,Sector 8,1990,2025-10-11,Fair,C2B,Repair
4b4b925b-fc37-4eca-b285-f9bf0104656a,Building 524 CHS,Vartak Nagar,Sector 5,2025,2025-06-08,Good,Safe,Monitor
a0ca4e2a-2fae-46c0-b88d-e4f0ffd583b4,Building 525 CHS,Kalwa,Sector 19,1972,2024-06-04,Dilapidated,C3,Repair
7d67434c-ffa6-46c9-adba-9fab8e611d88,Building 526 CHS,Lokmanya-Savarkar Nagar,Sector 19,1954,2024-11-09,Poor,C2A,Evacuate
02dc3345-652d-452d-8777-fa7875c322b3,Building 527 CHS,Lokmanya-Savarkar Nagar,Sector 12,1963,2018-11-15,Fair,C1,Demolish
bfa1b4f3-9e7f-4679-a083-62d392a610ec,Building 528 CHS,Majiwada-Manpada,Sector 15,1990,2018-12-30,Fair,C3,Repair
f156d137-3ab2-4d7e-a1da-3c231c305c1e,Building 529 CHS,Majiwada-Manpada,Sector 9,1951,2018-10-05,Poor,C2A,Evacuate
80c8916c-96c4-4529-bd17-45e67db431d9,Building 530 CHS,Kalwa,Sector 6,1963,2022-11-30,Dilapidated,C1,Demolish
2fea2662-ed17-4655-be28-58f0d679461b,Building 531 CHS,Kalwa,Sector 4,2002,2024-02-15,Fair,Safe,Monitor
4af7b7d0-835f-4f84-81f7-c2480f157c6b,Building 532 CHS,Lokmanya-Savarkar Nagar,Sector 6,2011,2024-06-25,Good,Safe,Monitor
603d16ea-67e9-47a6-bdf2-899a8d92e772,Building 533 CHS,Vartak Nagar,Sector 1,2007,2018-05-17,Good,Safe,Monitor
d846c076-b0b8-4047-8ed6-4a2946bb57ff,Building 534 CHS,Wagle Estate,Sector 13,1990,2021-11-01,Fair,Safe,Monitor
37b8905f-d5c1-47f9-8bcb-ab0a7e0afeb2,Building 535 CHS,Majiwada-Manpada,Sector 20,1970,2019-01-17,Dilapidated,C2B,Repair
1aac4e13-08ce-4b01-9443-abccf12ea2ed,Building 536 CHS,Wagle Estate,Sector 20,2011,2022-11-02,Good,Safe,Monitor
f9118749-f5a6-401a-8f61-8929454b93b8,Building 537 CHS,Lokmanya-Savarkar Nagar,Sector 14,2005,2020-04-21,Fair,Safe,Monitor
6ddfa0ec-52a7-435f-95ca-adec73c2655e,Building 538 CHS,Diva,Sector 9,2020,2026-03-09,Good,Safe,Monitor
7893361b-4675-4f3c-8e2a-efa6da576743,Building 539 CHS,Diva,Sector 16,1986,2022-05-29,Fair,Safe,Monitor
e53c5595-df32-44c1-92c2-9706922c38e1,Building 540 CHS,Vartak Nagar,Sector 20,1969,2018-12-25,Poor,C1,Demolish
5048d868-495d-4b80-8761-9d5567a12abf,Building 541 CHS,Lokmanya-Savarkar Nagar,Sector 6,2011,2018-04-16,Good,Safe,Monitor
b439299b-fa1d-41e6-baa5-ab6c1b7e7356,Building 542 CHS,Vartak Nagar,Sector 13,1987,2019-04-19,Poor,Safe,Monitor
7d19dc1b-2f9a-41fe-910c-7b6d96e6a338,Building 543 CHS,Vartak Nagar,Sector 3,2010,2025-05-31,Good,Safe,Monitor
c0f38ff2-df3f-4be6-9a43-fc2877e5b964,Building 544 CHS,Kalwa,Sector 12,2019,2022-02-28,Good,Safe,Monitor
fbd5fa64-ff97-4377-9b94-97d33906888e,Building 545 CHS,Vartak Nagar,Sector 8,1973,2023-03-20,Dilapidated,C2A,Evacuate
d734ded9-318c-4dff-88df-87bf4d2bb060,Building 546 CHS,Uthalsar,Sector 3,1984,2025-10-23,Dilapidated,C1,Demolish
539f25fe-3b82-49d3-8e81-8b1acb3a7c3f,Building 547 CHS,Lokmanya-Savarkar Nagar,Sector 18,1994,2024-08-12,Good,Safe,Monitor
42e2f5b2-526c-4950-af07-75b38d978e61,Building 548 CHS,Diva,Sector 16,1957,2022-09-11,Fair,C3,Repair
546ec8eb-1902-491c-b143-b762dce67ac3,Building 549 CHS,Vartak Nagar,Sector 3,2023,2023-05-05,Good,Safe,Monitor
3efb5ef3-712a-41a4-a4b6-fbf5aff28ea3,Building 550 CHS,Diva,Sector 19,2000,2023-08-19,Poor,C3,Repair
9e03d0ce-f2b7-4a37-a33c-4b53d83ee998,Building 551 CHS,Wagle Estate,Sector 7,1968,2019-12-10,Poor,C2B,Repair
111077a4-f697-4df9-99a8-9c9e9b540006,Building 552 CHS,Kalwa,Sector 7,1974,2025-08-30,Poor,C2A,Evacuate
b1d214c1-43f4-466b-8488-782fdd32095a,Building 553 CHS,Uthalsar,Sector 3,1968,2026-02-26,Fair,C2A,Evacuate
a9035a33-2ac9-44a1-a957-c167b60760cd,Building 554 CHS,Diva,Sector 15,1999,2021-02-05,Fair,Safe,Monitor
37d551d1-188f-4e7d-918a-5fc98ea54cc7,Building 555 CHS,Kalwa,Sector 4,1951,2023-11-11,Dilapidated,C2B,Repair
021a65a9-706e-4c81-a7a8-cfce7b258a7f,Building 556 CHS,Uthalsar,Sector 4,2003,2024-07-14,Fair,Safe,Monitor
4816dc12-7a05-450d-b840-f40039e4b056,Building 557 CHS,Majiwada-Manpada,Sector 14,2022,2022-10-03,Good,Safe,Monitor
0e3c832e-cd8f-45de-8ac7-e5622a35996a,Building 558 CHS,Mumbra,Sector 2,1983,2024-10-30,Poor,C2A,Evacuate
38ae7aca-dec4-411e-bedd-bee826d7ee62,Building 559 CHS,Kalwa,Sector 2,1972,2024-10-29,Poor,C1,Demolish
b5e31784-c579-4711-9c65-8b523fff292c,Building 560 CHS,Naupada-Kopri,Sector 16,2000,2020-08-31,Good,Safe,Monitor
6b391ec1-c993-4837-a484-58bf410c0a66,Building 561 CHS,Vartak Nagar,Sector 9,1984,2021-05-26,Fair,C1,Demolish
8521c464-5c4f-411a-aac9-ec3d06ac93ea,Building 562 CHS,Uthalsar,Sector 8,2012,2025-09-06,Good,Safe,Monitor
fc55ac03-0f00-445c-b8d3-c47c480e2810,Building 563 CHS,Vartak Nagar,Sector 14,1967,2021-08-07,Poor,C2B,Repair
aed450d2-4aa1-4a77-a683-7b55d523d626,Building 564 CHS,Mumbra,Sector 17,1961,2022-07-26,Poor,C2A,Evacuate
e2ac5d1b-ce62-4acd-8fc8-f13c7e0d1966,Building 565 CHS,Uthalsar,Sector 10,1997,2019-10-14,Good,Safe,Monitor
dbf96205-4f47-4464-823c-6ec514d47c2c,Building 566 CHS,Naupada-Kopri,Sector 6,2014,2023-11-18,Good,Safe,Monitor
f0ce5f86-24b7-494d-843c-1686c61e46d1,Building 567 CHS,Lokmanya-Savarkar Nagar,Sector 2,1974,2018-08-25,Fair,C2A,Evacuate
