incident_id,incident_date,ward,area,incident_type,severity,affected_population,injuries,deaths,financial_loss,response_time_minutes,resolution_time_hours,status
c82a6f46-08a8-47ca-8e8f-6dbcc668ae02,2019-05-08,Uthalsar,Locality 28,Electrical Hazard,Minor,15,3,0,32389.06,17,49,Resolved
bea5c3be-141d-492a-a431-598dfb403098,2021-07-11,Uthalsar,Locality 49,Flood,Major,327,11,0,16916.24,16,66,Resolved
965f6008-bf0a-4402-9a76-f08faa545e8a,2021-09-27,Vartak Nagar,Locality 49,Flood,Moderate,19,2,0,36533.68,57,58,Resolved
594cc284-bf3d-4bfd-83ff-b43ac72ef294,2022-12-20,Kalwa,Locality 42,Fire,Minor,7,3,0,23347.71,40,31,Resolved
9cc7af81-5c94-46ae-84d8-9e186bdacfcc,2025-08-01,Kalwa,Locality 45,Flood,Minor,20,3,0,15132.78,14,26,Resolved
37ba759b-4ebf-4e9c-a6bd-27ec76ac053b,2022-06-09,Mumbra,Locality 1,Flood,Moderate,3,0,0,44292.26,33,43,Resolved
5d909bd9-b4d3-4b01-86eb-79273e9e16e3,2018-07-07,Vartak Nagar,Locality 9,Tree Fall,Moderate,12,2,0,6008.01,6,45,Resolved
600a2474-7364-42c5-95f7-b78a867a433f,2021-05-27,Kalwa,Locality 17,Heat Wave,Critical,350,7,1,757320.31,16,52,Resolved
9431edd2-6549-4dfb-aac0-d6c268f2bb33,2025-07-14,Diva,Locality 43,Flood,Moderate,9,3,0,30948.91,32,62,Resolved
5570d831-26cd-4578-a0c7-e9f5475360ed,2020-09-13,Diva,Locality 45,Tree Fall,Moderate,7,1,0,1233.56,55,12,Resolved
b60ed4ad-3527-48fe-a4d4-d2b4764cf75d,2026-07-24,Diva,Locality 8,Flood,Critical,308,5,0,253914.1,31,62,Resolved
5ab42966-b49c-44a9-a1af-d69eb325a2a4,2022-02-28,Vartak Nagar,Locality 23,Fire,Moderate,13,4,0,18239.89,24,59,Resolved
dd56ab24-2676-4b35-9e3d-20760cdd3fa6,2021-04-18,Vartak Nagar,Locality 2,Heat Wave,Moderate,13,2,0,48759.51,14,51,Resolved
48ecd707-7c4f-4bbc-9b06-24c5ccc0dbbf,2026-09-15,Majiwada-Manpada,Locality 37,Tree Fall,Major,467,4,0,16035.61,10,2,Resolved
099e5882-8464-43b0-b744-58ba0dbdd5a5,2023-08-20,Wagle Estate,Locality 34,Tree Fall,Moderate,19,1,0,8743.18,26,58,Resolved
a626a7ef-823c-4ab0-8fd5-666530d024ea,2018-08-14,Naupada-Kopri,Locality 48,Flood,Minor,15,5,0,44044.12,19,37,Resolved
46c74003-c2f7-43db-b134-fc76e332b778,2019-12-03,Wagle Estate,Locality 15,Road Accident,Minor,16,3,0,11416.01,58,18,Resolved
3ca761d8-a39b-49ef-8794-f90ee22b6a58,2023-06-23,Uthalsar,Locality 30,Fire,Moderate,4,1,0,30034.46,14,5,Resolved
4b986ab6-7f14-47c3-a3b1-b4ea4d615e0f,2021-08-12,Diva,Locality 5,Flood,Minor,3,1,0,29240.89,44,46,Resolved
4ada8706-12bb-44ed-a5e2-05db86142ea3,2025-04-25,Mumbra,Locality 36,Fire,Critical,239,9,5,511958.75,15,57,Resolved
da308bce-fa99-42cc-aca3-f659465c0b97,2020-09-08,Kalwa,Locality 38,Tree Fall,Minor,12,4,0,35999.52,16,17,Resolved
9b5112ed-5b13-476d-8b37-2e3aa6ea4b5a,2023-07-04,Vartak Nagar,Locality 30,Building Emergency,Minor,8,2,0,40016.1,29,44,Resolved
0182ce7c-430d-4a8b-b7b5-1397e8d1d535,2018-06-13,Diva,Locality 41,Flood,Minor,9,5,0,34136.05,59,72,Resolved
53feb89c-1cbc-4762-afe7-825e31bd3455,2019-10-19,Diva,Locality 6,Building Emergency,Major,32,6,0,3467.57,58,66,Resolved
f1d816f9-2f50-46fb-bc41-615526001050,2021-08-21,Lokmanya-Savarkar Nagar,Locality 8,Flood,Moderate,2,2,0,45023.0,42,71,Resolved
89fd89b4-1f8e-483d-87e9-21c348c98857,2025-11-19,Kalwa,Locality 30,Road Accident,Minor,8,1,0,2036.07,26,1,Resolved
72b9a0cf-189c-429a-9f03-d879bc66d1b9,2018-06-28,Vartak Nagar,Locality 37,Fire,Minor,17,1,0,22609.87,57,22,Resolved
e778bb08-fcd8-4647-8a5f-a71ca422ae24,2020-01-23,Diva,Locality 6,Gas Leakage,Minor,12,5,0,13921.39,12,53,Resolved
bb1b42ef-7a98-42c5-8210-a28e299c7930,2024-11-26,Wagle Estate,Locality 8,Fire,Minor,20,0,0,26461.64,38,43,Resolved
daf95a5f-be72-4876-9f0a-60bc9d97eb3b,2020-04-08,Diva,Locality 31,Fire,Minor,9,3,0,1683.43,52,41,Resolved
3493b43b-9ecc-4f95-b328-3f4af2240785,2020-07-06,Kalwa,Locality 9,Flood,Major,184,12,0,30448.0,12,42,Resolved
bf9ced3f-3adb-4b1a-a2d9-f29239882f9d,2026-04-12,Uthalsar,Locality 8,Heat Wave,Major,210,9,0,16426.23,38,10,Resolved
14063f66-7127-4b08-840d-fa42aac171af,2024-08-27,Diva,Locality 44,Flood,Minor,19,3,0,6213.09,17,22,Resolved
6dd898f2-2694-487c-984d-a5143dfc787f,2020-08-27,Uthalsar,Locality 7,Flood,Critical,282,18,5,875851.48,48,16,Resolved
03196cd1-99ea-4407-bde7-010661970ac3,2018-09-04,Vartak Nagar,Locality 16,Tree Fall,Minor,10,1,0,10374.7,52,48,Resolved
4aa08d51-0299-407e-986a-7a42302fb8c4,2024-10-17,Wagle Estate,Locality 35,Fire,Moderate,3,0,0,5771.37,22,7,Resolved
fc84340f-d26e-42e0-8489-5dba262cc1a0,2021-12-11,Kalwa,Locality 26,Building Emergency,Minor,1,0,0,20556.35,57,49,Resolved
379ac2f6-7ec5-4797-9f27-32675606da87,2020-07-15,Diva,Locality 33,Flood,Major,394,19,0,28243.74,60,60,Resolved
29edf711-fb50-4ab3-81e4-d171c28469e0,2019-08-18,Uthalsar,Locality 20,Fire,Major,255,8,0,42343.79,39,30,Resolved
71c50be7-6053-4b88-b708-2f4a8451121d,2018-08-12,Uthalsar,Locality 1,Fire,Minor,20,5,0,36112.4,35,30,Resolved
e8ad1fb4-c1e1-438c-b26b-85143fbaa6e8,2026-03-06,Uthalsar,Locality 12,Fire,Minor,9,5,0,4852.75,24,66,Resolved
c52e1321-f6bb-4464-bb4f-30dfb8888cf0,2022-02-24,Lokmanya-Savarkar Nagar,Locality 35,Fire,Minor,20,2,0,16147.56,41,60,Resolved
dd0ebee4-82e5-4c93-9612-4708933b86ef,2023-03-19,Kalwa,Locality 49,Fire,Minor,0,4,0,46670.5,53,3,Resolved
eac6c993-6be8-4b21-979b-80325db06fab,2025-10-14,Diva,Locality 4,Gas Leakage,Major,132,9,0,13090.42,28,1,Resolved
73eebf9d-7f2f-4277-a89b-3bfc0baafe02,2019-06-07,Naupada-Kopri,Locality 5,Flood,Minor,15,3,0,39026.85,59,50,Resolved
52af3f00-1c3e-43d9-b9ba-f826935c50cc,2024-09-22,Kalwa,Locality 44,Flood,Moderate,4,2,0,42885.44,24,69,Resolved
fd7e1e3a-7c4a-4c63-a1ea-7311bee97ff4,2026-01-16,Wagle Estate,Locality 7,Road Accident,Moderate,17,4,0,46012.81,9,66,Resolved
95523363-a52f-4362-88fc-2a665309dfe7,2021-08-25,Vartak Nagar,Locality 10,Tree Fall,Minor,9,2,0,3731.87,28,57,Resolved
a4f1e3a7-f703-4fd7-b145-e2a388f91f08,2021-06-25,Kalwa,Locality 27,Tree Fall,Major,3,14,0,8483.15,50,10,Resolved
85fb62fb-3a20-4459-baa7-51c455479c9b,2019-05-16,Wagle Estate,Locality 29,Heat Wave,Major,28,4,0,44819.6,6,9,Resolved
bbe4f4b0-d64a-4d06-a88d-46c43242476b,2024-07-27,Diva,Locality 36,Fire,Critical,294,9,1,189883.18,39,47,Resolved
c4b09c43-4395-4082-a3b9-e688f58cf436,2022-08-24,Naupada-Kopri,Locality 45,Flood,Major,233,11,0,24589.74,54,47,Resolved
6ccca9a2-9ab5-455a-a792-4a575fd24ee3,2023-09-13,Majiwada-Manpada,Locality 21,Flood,Minor,12,5,0,14634.84,48,55,Resolved
8d8ef477-40ed-48c8-b490-da2ca4c34acc,2025-06-25,Uthalsar,Locality 45,Tree Fall,Critical,172,5,3,116154.09,38,3,Resolved
2bba6d8d-13f8-4128-8540-595a21a3411d,2021-10-25,Majiwada-Manpada,Locality 27,Fire,Moderate,5,3,0,31926.18,56,24,Resolved
058f41da-c61c-4a7a-9924-0ac663c6d483,2025-06-14,Uthalsar,Locality 13,Tree Fall,Minor,11,5,0,35906.09,59,31,Resolved
f1f4249e-508f-4bdd-b056-c57bea441f45,2026-10-21,Vartak Nagar,Locality 44,Building Emergency,Moderate,20,4,0,21471.77,37,56,Resolved
10622d32-52f4-40a4-aa33-7f7875c401a6,2022-08-07,Vartak Nagar,Locality 14,Tree Fall,Critical,66,7,5,856827.34,39,48,Resolved
61296f3f-ff1e-411b-870b-719056e9fdfc,2018-02-03,Lokmanya-Savarkar Nagar,Locality 1,Building Emergency,Minor,18,4,0,27662.52,57,28,Resolved
29f859f7-1acb-4a44-bf33-cda377908093,2025-06-27,Kalwa,Locality 7,Flood,Minor,9,2,0,41851.57,47,3,Resolved
e796ed7e-fe39-4aaf-8528-1b88b15fcc65,2018-07-05,Majiwada-Manpada,Locality 40,Flood,Moderate,10,3,0,2826.51,52,6,Resolved
9f92d288-90d2-4bf2-b35d-5cf0a23e027d,2025-03-24,Naupada-Kopri,Locality 50,Fire,Minor,19,1,0,20351.6,59,9,Resolved
764ee540-4030-4ac9-a27c-345c5afe8458,2026-02-25,Lokmanya-Savarkar Nagar,Locality 13,Road Accident,Major,194,15,0,44163.69,38,70,Resolved
85d8ca46-dadd-46e2-b9ba-bc98e493fbe5,2024-09-03,Kalwa,Locality 5,Flood,Major,233,14,0,47725.48,47,61,Resolved
428d058b-0f00-49a9-8fcf-50a4351c5a51,2023-08-06,Kalwa,Locality 45,Gas Leakage,Major,196,20,0,35623.65,48,24,Resolved
db6a62df-7cec-4b35-b7a5-f7722d2a8e14,2022-06-23,Diva,Locality 43,Fire,Moderate,20,3,0,46331.66,39,12,Resolved
fd2c33ed-ad3e-4660-8e7c-1899c48c7cb5,2023-06-27,Wagle Estate,Locality 31,Flood,Major,172,17,0,2736.9,7,69,Resolved
8901cb01-70be-459b-a6be-7a1aa5fc515b,2024-05-06,Vartak Nagar,Locality 35,Heat Wave,Minor,12,4,0,4937.02,52,69,Resolved
6d8cebdb-a69d-41db-af65-79b93d7beedb,2018-08-04,Lokmanya-Savarkar Nagar,Locality 30,Tree Fall,Major,31,5,0,46087.02,17,68,Resolved
423a87a6-4660-4cc6-994e-9deee538b7a5,2019-09-10,Wagle Estate,Locality 20,Tree Fall,Minor,6,1,0,14547.67,44,69,Resolved
e97dbad7-9b4b-477d-9899-29f85c27afb4,2020-12-18,Uthalsar,Locality 28,Fire,Critical,351,11,3,259208.95,35,69,Resolved
d31b9212-eb94-42e0-a2e4-9babee570ccd,2025-06-25,Wagle Estate,Locality 4,Road Accident,Minor,16,5,0,8965.35,19,30,Resolved
4d459739-17bc-4edb-a8ec-d62f25806f23,2021-01-10,Majiwada-Manpada,Locality 16,Fire,Major,493,11,0,20441.63,37,37,Resolved
9249e96c-40f5-463b-94f8-7f2259910d3d,2018-02-28,Majiwada-Manpada,Locality 32,Road Accident,Minor,14,4,0,19964.6,31,14,Resolved
9deae7a4-c699-4fcd-99e6-b1eba5db6001,2021-11-02,Mumbra,Locality 18,Building Emergency,Moderate,12,0,0,29071.91,9,65,Resolved
660d053a-427c-4640-86dc-be6050ecd460,2023-07-04,Uthalsar,Locality 47,Tree Fall,Major,496,8,0,36022.82,27,52,Resolved
ca0bffe6-3049-45ec-9094-3227a9d53103,2020-08-03,Naupada-Kopri,Locality 24,Flood,Critical,11,3,0,411804.37,53,44,Resolved
523b8872-baa6-45a8-985c-1e6423147255,2022-08-09,Uthalsar,Locality 47,Flood,Minor,14,3,0,34316.05,7,48,Resolved
c902ee73-44ce-40fe-a6a4-14ca49d32624,2023-08-14,Wagle Estate,Locality 21,Gas Leakage,Major,276,7,0,2065.38,12,58,Resolved
3a06356c-685d-4d52-b995-525f0a8f44c5,2021-09-19,Naupada-Kopri,Locality 42,Fire,Minor,15,3,0,2432.66,52,30,Resolved
e0112102-79d3-44ba-b85f-8dfbd739af40,2018-12-22,Mumbra,Locality 34,Road Accident,Minor,19,5,0,41838.88,14,36,Resolved
dde84f4f-30a7-41f7-908f-82b0b6c8e3dc,2025-07-16,Majiwada-Manpada,Locality 25,Flood,Moderate,17,3,0,30955.4,22,49,Resolved
f675c77e-50bf-4cbd-a99b-ec283cf2c76f,2022-07-17,Vartak Nagar,Locality 36,Flood,Minor,1,5,0,48873.4,43,66,Resolved
4f00fea9-669e-470f-960e-256b1e990681,2023-08-16,Vartak Nagar,Locality 36,Gas Leakage,Moderate,11,2,0,26953.12,48,57,Resolved
457226c8-3d27-4a26-9fe1-18409dedd454,2020-07-09,Wagle Estate,Locality 42,Tree Fall,Moderate,19,1,0,14002.86,39,17,Resolved
97077cb7-25d7-450d-857d-f34b13a3a45f,2019-06-13,Majiwada-Manpada,Locality 7,Fire,Minor,2,5,0,26547.22,18,42,Resolved
5aec9f3a-3dc2-41c4-a604-5c1755711fda,2026-08-13,Lokmanya-Savarkar Nagar,Locality 31,Fire,Minor,15,5,0,4330.02,23,72,Resolved
919a41b6-2687-4686-8593-189b157a1013,2021-09-19,Mumbra,Locality 5,Tree Fall,Moderate,16,0,0,47746.94,6,25,Resolved
54ae2234-d6db-4d33-a570-b4ad07f985c3,2024-07-02,Kalwa,Locality 29,Tree Fall,Moderate,9,4,0,39934.13,47,49,Resolved
57d03434-3cba-4174-ad0d-e5d9aabeae24,2018-03-11,Naupada-Kopri,Locality 12,Road Accident,Moderate,4,2,0,24062.6,23,52,Resolved
193d4f33-73d2-423a-9ccd-d083ed514498,2021-07-09,Kalwa,Locality 50,Building Emergency,Minor,3,4,0,36340.29,59,41,Resolved
04875581-213c-480b-ad72-90b7788098a5,2022-06-03,Lokmanya-Savarkar Nagar,Locality 40,Flood,Major,24,6,0,31802.68,37,62,Resolved
00b8e0b2-10fd-402a-b322-c002964d65d0,2026-07-14,Majiwada-Manpada,Locality 7,Tree Fall,Major,253,10,0,22398.33,31,7,Resolved
5c587b5e-bbee-4219-96e6-66e94f59c896,2021-07-20,Kalwa,Locality 24,Flood,Moderate,5,0,0,49791.54,57,43,Resolved
8199ad3a-d0be-42b7-91ca-a92c4f2063aa,2020-06-09,Kalwa,Locality 46,Flood,Critical,248,13,5,692284.97,52,47,Resolved
23822ac4-81df-4520-b08c-3ee78ef440e9,2023-04-04,Kalwa,Locality 11,Fire,Moderate,14,1,0,1278.55,57,24,Resolved
afb8cada-2769-47a7-952c-b2a9fe99134d,2021-02-21,Uthalsar,Locality 39,Road Accident,Moderate,16,0,0,8013.16,52,36,Resolved
35b7211e-b2dc-45ca-9138-f7727bf50d08,2026-08-09,Mumbra,Locality 16,Flood,Critical,148,12,2,423918.42,48,63,Resolved
49d01f6e-be69-4c52-842a-dbda7a4f1ce0,2020-04-18,Wagle Estate,Locality 36,Fire,Minor,20,4,0,4346.29,13,9,Resolved
cebb1ed1-f6c1-42ba-b6df-9565036df326,2022-08-20,Diva,Locality 18,Flood,Minor,12,4,0,26135.29,5,68,Resolved
306031d0-1393-4372-aefb-ed0aea474151,2021-08-05,Mumbra,Locality 10,Fire,Major,242,18,0,14370.97,26,55,Resolved
3b83d7b7-1759-4910-8a36-48401bcf0ee0,2018-06-21,Wagle Estate,Locality 18,Flood,Minor,11,2,0,20226.28,44,68,Resolved
01e70f50-c144-4aa1-bff4-095f9d462f1c,2018-10-20,Naupada-Kopri,Locality 13,Fire,Minor,1,0,0,29109.8,34,68,Resolved
61fdcd6e-d9c7-46a5-ad2b-2e46f54a6477,2024-03-10,Kalwa,Locality 32,Building Emergency,Major,90,12,0,25599.79,39,71,Resolved
89aef3af-e5ef-49b7-82a4-3c33d282a099,2022-05-13,Mumbra,Locality 44,Landslide,Minor,1,4,0,34531.66,55,18,Resolved
6b52c1a7-46d1-42fb-b2cc-ac0417e0e029,2025-03-10,Lokmanya-Savarkar Nagar,Locality 10,Fire,Moderate,4,0,0,29855.67,10,11,Resolved
f4e83e49-daf7-45cb-943c-7774838cf997,2019-07-05,Diva,Locality 21,Flood,Minor,9,1,0,19780.82,22,5,Resolved
033e0df2-061e-4361-93e4-0c87107f05cb,2024-12-22,Majiwada-Manpada,Locality 29,Building Emergency,Minor,15,1,0,24939.19,5,69,Resolved
db01b2ec-09b0-4177-96a1-894f4cd7ed81,2018-08-07,Wagle Estate,Locality 19,Tree Fall,Minor,14,5,0,22114.67,35,31,Resolved
d542843a-0273-45d2-81de-6c79b42436f5,2024-07-15,Vartak Nagar,Locality 5,Tree Fall,Major,397,11,0,21688.38,45,29,Resolved
2b4cfaf3-58f8-42df-99ae-93eae0021e68,2021-06-18,Majiwada-Manpada,Locality 16,Flood,Major,28,9,0,22882.94,32,62,Resolved
697f1eaa-00fc-46ff-ad9c-03ee13887b90,2023-09-18,Wagle Estate,Locality 39,Road Accident,Minor,19,3,0,44387.0,22,44,Resolved
25f7288e-dd64-4621-9797-ef8cfcd01a53,2021-06-03,Wagle Estate,Locality 33,Tree Fall,Moderate,19,0,0,8313.55,28,65,Resolved
c43e52d2-67ae-4433-a33d-f41d098ad7d3,2021-08-01,Mumbra,Locality 30,Tree Fall,Moderate,0,2,0,6442.32,54,43,Resolved
90865557-ae6a-480f-9a8f-6e6fe7d6d86d,2018-08-15,Mumbra,Locality 46,Fire,Major,418,7,0,42240.8,24,33,Resolved
5bab8baa-ed47-4dc4-b7f7-83e63b329627,2025-09-11,Mumbra,Locality 34,Flood,Minor,15,1,0,42142.8,28,54,Resolved
c7e1bf48-c1a6-49a9-90cf-02729dccd098,2022-06-06,Kalwa,Locality 15,Flood,Major,292,12,0,30467.96,56,55,Resolved
d8d638f4-0959-4b41-af67-07c3ee83e672,2023-05-17,Lokmanya-Savarkar Nagar,Locality 23,Heat Wave,Major,284,2,0,40215.49,5,25,Resolved
cd96f8c4-b32e-42ce-bf69-16ecff81ae09,2025-09-05,Kalwa,Locality 3,Fire,Minor,5,1,0,35057.69,35,45,Resolved
d20f44c7-8733-459e-9f81-0fd3004f7140,2024-08-10,Wagle Estate,Locality 11,Tree Fall,Minor,16,0,0,9476.68,40,57,Resolved
e58866f5-0720-4886-a3fa-f6ac690cdcba,2025-04-08,Kalwa,Locality 38,Heat Wave,Critical,363,11,3,137670.77,46,41,Resolved
fd413abd-74de-47dd-95cf-80f6e698458d,2019-12-19,Kalwa,Locality 23,Fire,Moderate,13,2,0,11810.85,47,31,Resolved
4dfb0be3-91e6-42aa-a6d9-f1f629c28873,2018-07-06,Uthalsar,Locality 1,Flood,Major,351,5,0,44250.87,37,61,Resolved
b175e4b9-dda7-4ac9-8381-b1ec2280936d,2020-06-06,Wagle Estate,Locality 37,Flood,Critical,367,13,5,250129.54,39,31,Resolved
4bffeed1-da2a-4a7c-8d69-14c14b349433,2026-08-01,Vartak Nagar,Locality 6,Tree Fall,Moderate,9,0,0,42615.24,12,2,Resolved
58a8f6dd-0876-473a-a296-053e3795da4d,2025-06-27,Majiwada-Manpada,Locality 37,Tree Fall,Major,22,5,0,38679.41,36,25,Resolved
63bdc836-7b1c-4aa8-8590-a69e869e2ee6,2023-07-02,Kalwa,Locality 46,Road Accident,Moderate,13,5,0,36655.07,28,60,Resolved
330bf57a-c1fe-43da-a08f-137efb24c477,2025-03-07,Uthalsar,Locality 10,Road Accident,Moderate,9,1,0,41628.47,27,7,Resolved
c88cbaa1-8b0b-4070-af81-852ae58174f3,2018-06-13,Lokmanya-Savarkar Nagar,Locality 10,Gas Leakage,Minor,8,3,0,39445.17,8,45,Resolved
bb7ced38-228c-4edf-8435-7c5153e2aef2,2024-11-20,Vartak Nagar,Locality 35,Gas Leakage,Major,212,12,0,22132.23,24,49,Resolved
699a0cce-80d7-4266-847a-e8d872aa89c5,2022-08-14,Uthalsar,Locality 1,Tree Fall,Minor,0,5,0,25746.34,5,3,Resolved
8f3af912-cc7d-4b84-a52d-1f408369e00b,2021-02-25,Mumbra,Locality 2,Building Emergency,Minor,15,3,0,26018.4,36,13,Resolved
0ea805d7-a7f2-4f8a-889b-db36bb3b2698,2020-06-05,Majiwada-Manpada,Locality 28,Flood,Major,399,19,0,34800.42,19,62,Resolved
0613b6e1-9327-4e79-a8f2-bacd52dc1abc,2020-03-28,Lokmanya-Savarkar Nagar,Locality 18,Road Accident,Major,60,10,0,17145.62,12,44,Resolved
30d2967e-f335-44ae-a967-37897fbf98b6,2026-07-14,Kalwa,Locality 23,Tree Fall,Minor,19,5,0,32923.06,7,3,Resolved
7d08e083-171d-4bd5-a4d6-8a6c1f4bdbfa,2024-08-06,Vartak Nagar,Locality 20,Flood,Moderate,16,1,0,31534.3,45,27,Resolved
9f25852e-fb99-43f9-9fb3-059bcec1964a,2022-02-02,Wagle Estate,Locality 6,Fire,Minor,10,4,0,32465.15,29,29,Resolved
58fec57e-85fe-4e74-90bc-1735fb281038,2023-06-22,Diva,Locality 50,Electrical Hazard,Minor,10,0,0,25665.38,28,64,Resolved
3936a4d4-78ed-47f8-beba-83d730a68fbc,2021-09-04,Diva,Locality 4,Tree Fall,Critical,340,9,4,222231.28,17,63,Resolved
f59911b3-402d-485d-9df9-13efc884c4f4,2022-05-09,Kalwa,Locality 41,Road Accident,Moderate,17,5,0,16664.5,11,26,Resolved
b1c33a7e-2933-494f-b4c4-af1c10f1b090,2022-07-28,Uthalsar,Locality 26,Flood,Moderate,8,2,0,9671.34,19,21,Resolved
d33b7a90-689a-451e-bfed-4b2543dfd677,2018-08-03,Diva,Locality 28,Landslide,Minor,11,3,0,33394.14,9,7,Resolved
d1a79dba-f9c3-4c3b-a0d0-f195e170aff5,2025-07-03,Wagle Estate,Locality 10,Flood,Moderate,12,1,0,4871.69,7,69,Resolved
11218156-b365-41b9-ba43-b2ae6add4814,2023-07-14,Naupada-Kopri,Locality 40,Flood,Moderate,12,0,0,15733.19,37,56,Resolved
f361bbfe-4a37-4da0-b01b-305e9a2b8e17,2019-07-03,Diva,Locality 31,Flood,Minor,10,4,0,7353.49,10,3,Resolved
a8b80ad4-ec1e-45b1-aa75-54b1ac01eb79,2026-07-26,Lokmanya-Savarkar Nagar,Locality 13,Tree Fall,Minor,3,3,0,16767.0,17,49,Resolved
138b10fb-10f5-43a6-ac45-9528be12b494,2026-04-21,Kalwa,Locality 42,Heat Wave,Critical,202,5,3,208069.47,35,41,Resolved
cc93e1f6-3717-4b1c-a6e1-b50917182189,2023-07-22,Vartak Nagar,Locality 12,Tree Fall,Major,14,14,0,46878.26,47,22,Resolved
e4d3cccc-a35b-4ba5-bf75-7c75f64ba4da,2020-09-11,Majiwada-Manpada,Locality 35,Tree Fall,Moderate,1,1,0,3669.06,17,45,Resolved
d8408948-ec08-43ad-a1b1-144f293708e3,2026-12-25,Mumbra,Locality 48,Fire,Minor,9,5,0,49306.1,20,33,Resolved
24413b8d-163a-47de-a73f-80dc4acdd26e,2018-12-17,Diva,Locality 16,Fire,Minor,2,1,0,15222.77,40,70,Resolved
9c3839c9-7201-466b-aecf-b88e459ecf15,2025-03-24,Wagle Estate,Locality 9,Gas Leakage,Critical,481,16,1,359700.61,36,25,Resolved
5c23d8df-c75e-40ee-9681-ec83a2058072,2024-04-22,Mumbra,Locality 1,Heat Wave,Minor,7,3,0,23143.98,11,16,Resolved
702ef59c-6399-4c90-b2a9-48fdbbafb410,2025-06-28,Lokmanya-Savarkar Nagar,Locality 7,Flood,Moderate,15,3,0,16234.26,34,34,Resolved
fff5fdca-dede-4374-8e6e-96555770498c,2026-02-09,Diva,Locality 15,Fire,Minor,7,0,0,2385.25,5,12,Resolved
83ed82a8-15a6-479e-b1ee-29558b0b5a52,2019-08-09,Diva,Locality 47,Flood,Moderate,7,2,0,45869.74,10,12,Resolved
18bf0cbd-9658-4a8d-bea0-fec3b1bc094d,2020-11-04,Majiwada-Manpada,Locality 30,Building Emergency,Moderate,15,4,0,43355.86,9,20,Resolved
ec17f41f-c76e-4718-adb9-5715f053b693,2021-05-21,Mumbra,Locality 47,Heat Wave,Major,470,11,0,16792.87,9,67,Resolved
2b64ddb5-2b6f-4b55-a807-12eb66a3d670,2024-05-18,Uthalsar,Locality 14,Road Accident,Minor,12,5,0,32127.99,52,26,Resolved
5b6139b8-adf2-4d93-8970-c4517343411b,2022-05-16,Naupada-Kopri,Locality 39,Heat Wave,Critical,94,20,4,515247.29,49,16,Resolved
43f75926-e83f-4075-86e9-def25d62de74,2018-10-28,Diva,Locality 23,Fire,Major,216,9,0,47212.58,13,49,Resolved
81c46441-af9d-400d-a7cf-48cfc2ae59de,2024-08-18,Uthalsar,Locality 25,Flood,Minor,18,3,0,21160.01,44,16,Resolved
e95699d5-4b2e-4d35-865c-f944454a0acc,2025-03-28,Mumbra,Locality 45,Building Emergency,Moderate,12,5,0,42092.43,56,55,Resolved
079e2a0c-46f1-4ecf-a8b0-3ed35181db21,2024-09-12,Mumbra,Locality 28,Tree Fall,Moderate,15,2,0,30422.7,34,63,Resolved
8d2e8f33-98d3-4ab3-81c5-3e56b612ef53,2026-08-01,Naupada-Kopri,Locality 50,Flood,Critical,243,12,3,572030.28,17,32,Resolved
dfb54836-63de-4fe8-a17b-bbe3a06a3730,2022-08-15,Vartak Nagar,Locality 36,Flood,Moderate,16,5,0,36225.94,32,64,Resolved
de6c9f3d-7218-48b3-9d9a-2cd1c367fbc9,2025-07-08,Diva,Locality 10,Tree Fall,Critical,41,13,3,102718.56,52,47,Resolved
7f24e968-3284-482d-9fc3-62d299dcb0e3,2020-04-03,Lokmanya-Savarkar Nagar,Locality 44,Electrical Hazard,Minor,17,5,0,17281.23,56,57,Resolved
853da921-b707-4629-aa37-3af428ba2192,2026-11-17,Naupada-Kopri,Locality 26,Fire,Critical,316,7,2,400301.53,53,64,Resolved
b574cb94-c50e-4d7d-9138-2978f797061b,2026-01-17,Diva,Locality 45,Road Accident,Minor,19,5,0,2562.25,43,9,Resolved
fc17ea9a-7cd1-4e57-8c37-e5de7005fb12,2024-01-05,Lokmanya-Savarkar Nagar,Locality 15,Road Accident,Moderate,9,5,0,5072.22,52,37,Resolved
13c079a5-f78c-429a-8132-169a7ce41dac,2025-08-10,Mumbra,Locality 48,Flood,Minor,12,4,0,48607.17,23,70,Resolved
961665a2-bffb-4c84-bc60-9e8ea0dbc4c5,2020-08-10,Diva,Locality 28,Tree Fall,Moderate,11,4,0,19479.45,21,26,Resolved
ee1552e5-8c68-454b-a636-e8f097f2f225,2018-12-20,Vartak Nagar,Locality 30,Building Emergency,Minor,5,1,0,31925.87,54,51,Resolved
5fe66dee-a42b-4b92-9210-473113f3a77c,2020-08-18,Mumbra,Locality 24,Flood,Minor,12,5,0,13083.01,59,13,Resolved
442e6948-014d-4ec4-86fd-1e75b2d87224,2019-06-17,Mumbra,Locality 46,Tree Fall,Minor,19,0,0,1355.62,55,43,Resolved
e72300fd-e8b5-4c40-812d-b31beda4c73e,2020-10-23,Naupada-Kopri,Locality 43,Fire,Moderate,0,0,0,45592.73,60,71,Resolved
bc0bcc50-3896-4899-8742-0e3f9bd24102,2026-07-19,Kalwa,Locality 7,Flood,Minor,20,0,0,10349.29,24,50,Resolved
d70d80c1-325c-42c7-81f6-55c6b38c10bc,2025-07-23,Vartak Nagar,Locality 12,Flood,Critical,490,10,2,427792.83,25,11,Resolved
